0.0052322857	0.03245667	0.044055615	-0.008913387	0.030310903	0.040731017	0.02535775	-0.019254101	-0.04004266	-0.02976687	0.02452315	0.00040679052	-0.04824332	0.04727221	-0.041973613	-0.049110677
-0.07499804	0.17487124	0.07173572	-0.2508787	0.06471396	-0.1616531	-0.011689523	-0.026047748	-0.077582724	-0.16169035	0.15952015	-0.065446205	-0.009879061	-0.030577261	0.2524486	0.21619761
0.08777684	0.05363889	-0.031183103	0.10678247	0.06404946	0.035957497	0.17215279	-0.0016233408	0.07758396	0.016683334	-0.087991655	-0.052252375	0.0006735123	-0.13459243	-0.05298477	-0.0019515547
0.04190123	0.012327188	-0.025909374	-0.014484724	-0.01789009	0.00020395513	0.17702988	-0.014733125	0.11234661	0.02181566	-0.16128848	0.10164402	0.10163111	-0.09600493	-0.16366526	-0.034877278
0.048376396	-0.13582537	0.06549417	-0.038903438	-0.16182338	-0.23069471	-0.011059237	0.016888637	-0.012890131	-0.08687558	0.035582762	-0.06155607	0.11252728	-0.009226497	-0.16326216	0.00066266407
0.06425426	0.027126884	-0.016682452	0.09913543	0.07150287	0.023752276	-0.07543858	0.20426178	-0.08976213	0.13062537	-0.046666484	-0.03176413	0.058013964	-0.038699023	-0.05324617	-0.04661818
0.10005728	-0.17070737	-0.16328882	-0.025783572	-0.09709036	0.16968226	0.27892202	0.26269618	0.005330984	0.081650816	0.09846263	0.072627164	0.27458677	-0.105716445	-0.02232212	-0.080766626
-0.123677075	-0.184767	-0.10767016	0.0724386	0.06169133	-0.049357492	-0.12440461	-0.09859432	0.043349702	0.12083607	-0.28158957	0.052713446	-0.031867627	-0.10902087	0.054198902	0.077911936
0.018636664	0.09181486	-0.09103619	0.12960188	-0.038634196	0.0040109856	0.1510359	-0.059451684	0.0690234	0.068105824	-0.17073208	0.048013724	-0.046337653	-0.09529439	-0.02776514	-0.0009039146
0.019885585	-0.036566146	0.21768507	0.18058196	0.029035391	-0.05375536	-0.050637484	0.054367606	0.13229577	0.10914594	-0.13997647	0.03718788	0.0547856	-0.013529289	0.045463633	0.13087878
